! LIRICAL TSV Output (2.4.0)
! Sample: subject
! Observed HPO terms:
!  Aortic regurgitation <a href="https://hpo.jax.org/app/browse/term/HP:0001659">HP:0001659</a>
!  Arachnodactyly <a href="https://hpo.jax.org/app/browse/term/HP:0001166">HP:0001166</a>
!  Bifid uvula <a href="https://hpo.jax.org/app/browse/term/HP:0000193">HP:0000193</a>
!  Camptodactyly <a href="https://hpo.jax.org/app/browse/term/HP:0012385">HP:0012385</a>
!  Dilatation of the sinus of Valsalva <a href="https://hpo.jax.org/app/browse/term/HP:0011645">HP:0011645</a>
!  Malar flattening <a href="https://hpo.jax.org/app/browse/term/HP:0000272">HP:0000272</a>
!  Micrognathia <a href="https://hpo.jax.org/app/browse/term/HP:0000347">HP:0000347</a>
!  Patent foramen ovale <a href="https://hpo.jax.org/app/browse/term/HP:0001655">HP:0001655</a>
!  Pectus carinatum <a href="https://hpo.jax.org/app/browse/term/HP:0000768">HP:0000768</a>
!  Pulmonary artery dilatation <a href="https://hpo.jax.org/app/browse/term/HP:0004927">HP:0004927</a>
!  Scoliosis <a href="https://hpo.jax.org/app/browse/term/HP:0002650">HP:0002650</a>
!  Tricuspid valve prolapse <a href="https://hpo.jax.org/app/browse/term/HP:0001704">HP:0001704</a>
rank	diseaseName	diseaseCurie	pretestprob	posttestprob	compositeLR
3,542	Mastocytosis, cutaneous	OMIM:154800	1/8661	0.00%	-22.389
3,543	Cowden syndrome 7	OMIM:616858	1/8661	0.00%	-22.389
3,544	Mycosis fungoides	OMIM:254400	1/8661	0.00%	-22.389
3,545	Urticaria, familial localized heat	OMIM:191950	1/8661	0.00%	-22.389
3,546	Ichthyosis, cyclic, with epidermolytic hyperkeratosis	OMIM:607602	1/8661	0.00%	-22.389
3,547	Portal hypertension, noncirrhotic	OMIM:617068	1/8661	0.00%	-22.389
3,548	Cephalin lipidosis	OMIM:212800	1/8661	0.00%	-22.389
3,549	Dyskeratosis, hereditary benign intraepithelial	OMIM:127600	1/8661	0.00%	-22.389
3,550	Ichthyosis with erythrokeratoderma	OMIM:620507	1/8661	0.00%	-22.389
3,551	UV-sensitive syndrome 3	OMIM:614640	1/8661	0.00%	-22.389
3,552	Portal hypertension, noncirrhotic, 2	OMIM:619463	1/8661	0.00%	-22.389
3,553	Cutaneous telangiectasia and cancer syndrome, familial	OMIM:614564	1/8661	0.00%	-22.389
3,554	De Sanctis-Cacchione syndrome	OMIM:278800	1/8661	0.00%	-22.389
3,555	Encephalopathy, ethylmalonic	OMIM:602473	1/8661	0.00%	-22.389
3,556	Benign chronic pemphigus	OMIM:169600	1/8661	0.00%	-22.389
3,557	Angioma, hereditary neurocutaneousspinal arterial venous malformations with cutaneous hemangiomas, included	OMIM:106070	1/8661	0.00%	-22.389
3,558	Xeroderma pigmentosum, complementation group E	OMIM:278740	1/8661	0.00%	-22.389
3,559	Xeroderma pigmentosum, complementation group A	OMIM:278700	1/8661	0.00%	-22.389
3,560	Xeroderma pigmentosum, group C	OMIM:278720	1/8661	0.00%	-22.389
3,561	Xeroderma pigmentosum, complementation group D	OMIM:278730	1/8661	0.00%	-22.389
3,562	Familial cold autoinflammatory syndrome 4	OMIM:616115	1/8661	0.00%	-22.389
3,563	Cutaneous photosensitivity and colitis, lethal	OMIM:219095	1/8661	0.00%	-22.389
3,564	Ichthyosis, congenital, autosomal recessive 8	OMIM:613943	1/8661	0.00%	-22.389
3,565	UV-sensitive syndrome 1	OMIM:600630	1/8661	0.00%	-22.389
3,566	EOSINOPHILOPENIA	OMIM:131430	1/8661	0.00%	-22.389
3,567	Cerebroretinal microangiopathy with calcifications and cysts 2	OMIM:617341	1/8661	0.00%	-22.389
3,568	Sclerosing cholangitis, neonatal	OMIM:617394	1/8661	0.00%	-22.389
3,569	Keratosis pilaris atrophicans	OMIM:604093	1/8661	0.00%	-22.389
3,570	Glaucoma 1, open angle, A	OMIM:137750	1/8661	0.00%	-22.389
3,571	Anterior segment dysgenesis 3	OMIM:601631	1/8661	0.00%	-22.389
3,572	Erythema nodosum, familial	OMIM:132990	1/8661	0.00%	-22.389
3,573	Cutis marmorata telangiectatica congenita	OMIM:219250	1/8661	0.00%	-22.389
3,574	Tuftsin deficiency	OMIM:191150	1/8661	0.00%	-22.389
3,575	Ectodermal dysplasia, hypohidrotic, with hypothyroidism and ciliarydyskinesia	OMIM:225050	1/8661	0.00%	-22.389
3,576	Dermodistortive urticaria	OMIM:125630	1/8661	0.00%	-22.389
3,577	Bleeding disorder, platelet-type, 22	OMIM:618462	1/8661	0.00%	-22.389
3,578	Keratolytic winter erythema	OMIM:148370	1/8661	0.00%	-22.389
3,579	Annular erythema	OMIM:106500	1/8661	0.00%	-22.389
3,580	Hyperparathyroidism, transient neonatal	OMIM:618188	1/8661	0.00%	-22.39
3,581	Neuroblastoma, susceptibility to	OMIM:256700	1/8661	0.00%	-22.391
3,582	Immunodeficiency 73C with defective neutrophil chemotaxis and hypogammaglobulinemia	OMIM:618987	1/8661	0.00%	-22.394
3,583	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 9	OMIM:613818	1/8661	0.00%	-22.4
3,584	Hypoalphalipoproteinemia, primary, 2	OMIM:618463	1/8661	0.00%	-22.405
3,585	Developmental delay, dysmorphic facies, and brain anomalies	OMIM:620535	1/8661	0.00%	-22.412
3,586	Cardiomyopathy, familial hypertrophic, 28	OMIM:619402	1/8661	0.00%	-22.413
3,587	Humerofemoral hypoplasia with radiotibial ray deficiency	OMIM:618022	1/8661	0.00%	-22.415
3,588	Hypertrichosis, congenital anterior cervical, with peripheral sensory	OMIM:239840	1/8661	0.00%	-22.417
3,589	Immunodeficiency 21	OMIM:614172	1/8661	0.00%	-22.417
3,590	Neuropathy, hereditary sensory, type IE	OMIM:614116	1/8661	0.00%	-22.417
3,591	Maturity-onset diabetes of the young, type 12	OMIM:621196	1/8661	0.00%	-22.417
3,592	Buerger disease	OMIM:211480	1/8661	0.00%	-22.417
3,593	Immunodeficiency 27B	OMIM:615978	1/8661	0.00%	-22.417
3,594	Chronic recurrent multifocal osteomyelitis	OMIM:259680	1/8661	0.00%	-22.417
3,595	Bone pain, periodic	OMIM:112270	1/8661	0.00%	-22.417
3,596	Intellectual developmental disorder, X-linked 108	OMIM:301024	1/8661	0.00%	-22.421
3,597	Lipodystrophy, familial partial, type 4	OMIM:613877	1/8661	0.00%	-22.423
3,598	Ectodermal dysplasia and immunodeficiency 2	OMIM:612132	1/8661	0.00%	-22.427
3,599	Ectodermal dysplasia 11B, hypohidrotic/hair/tooth type, autosomal recessive	OMIM:614941	1/8661	0.00%	-22.427
3,600	Ciliary dyskinesia, primary, 27	OMIM:615504	1/8661	0.00%	-22.427
3,601	Ciliary dyskinesia, primary, 23	OMIM:615451	1/8661	0.00%	-22.427
3,602	Ciliary dyskinesia, primary, 10	OMIM:612518	1/8661	0.00%	-22.427
3,603	Bethlem myopathy 2	OMIM:616471	1/8661	0.00%	-22.429
3,604	Humeroradial synostosishumeroradial/multiple synostosis syndrome	OMIM:236400	1/8661	0.00%	-22.441
3,605	Peroxisomal acyl-CoA oxidase deficiency	OMIM:264470	1/8661	0.00%	-22.441
3,606	Osteopetrosis, autosomal recessive 1	OMIM:259700	1/8661	0.00%	-22.446
3,607	Myasthenic syndrome, congenital, 4B, fast-channel	OMIM:616324	1/8661	0.00%	-22.447
3,608	Filaminopathy, autosomal dominant	OMIM:609524	1/8661	0.00%	-22.447
3,609	Neuropathy, congenital hypomyelinating, 1, autosomal recessive	OMIM:605253	1/8661	0.00%	-22.447
3,610	Diabetes, permanent neonatal 2, with or without neurologic features	OMIM:618856	1/8661	0.00%	-22.448
3,611	,XX sex reversal 5	OMIM:618901	1/8661	0.00%	-22.451
3,612	Microcephaly and chorioretinopathy, autosomal recessive, 3	OMIM:616335	1/8661	0.00%	-22.455
3,613	Chromosome 16p13.2 deletion syndrome	OMIM:616863	1/8661	0.00%	-22.455
3,614	Hairy elbows	OMIM:139600	1/8661	0.00%	-22.455
3,615	Spinocerebellar ataxia, autosomal recessive 18	OMIM:616204	1/8661	0.00%	-22.455
3,616	Congenital smooth muscle hamartoma with or without hemihypertrophy	OMIM:620470	1/8661	0.00%	-22.455
3,617	Developmental and epileptic encephalopathy 102	OMIM:619881	1/8661	0.00%	-22.459
3,618	Atrial septal defect 5	OMIM:612794	1/8661	0.00%	-22.459
3,619	Dohle bodies and leukemia	OMIM:223350	1/8661	0.00%	-22.459
3,620	Atrial septal defect 3	OMIM:614089	1/8661	0.00%	-22.459
3,621	Atrioventricular septal defect 4	OMIM:614430	1/8661	0.00%	-22.459
3,622	Heterotaxy, visceral, 9, autosomal, with male infertility	OMIM:618948	1/8661	0.00%	-22.467
3,623	Coronary artery disease, autosomal dominant 2	OMIM:610947	1/8661	0.00%	-22.468
3,624	Spastic paraplegia 17	OMIM:270685	1/8661	0.00%	-22.471
3,625	Charcot-Marie-Tooth disease, axonal, type 2U	OMIM:616280	1/8661	0.00%	-22.471
3,626	Spastic paraplegia 57, autosomal recessive	OMIM:615658	1/8661	0.00%	-22.471
3,627	Neuronopathy, distal hereditary motor, type IID	OMIM:615575	1/8661	0.00%	-22.471
3,628	Charcot-Marie-Tooth disease, dominant intermediate C	OMIM:608323	1/8661	0.00%	-22.471
3,629	Neuronopathy, distal hereditary motor, type VIIB	OMIM:607641	1/8661	0.00%	-22.471
3,630	Charcot-Marie-Tooth disease and deafness	OMIM:118300	1/8661	0.00%	-22.471
3,631	Charcot-Marie-Tooth disease, axonal, type 2EE	OMIM:618400	1/8661	0.00%	-22.471
3,632	Bardet-Biedl syndrome 19	OMIM:615996	1/8661	0.00%	-22.473
3,633	Sick sinus syndrome 4	OMIM:619464	1/8661	0.00%	-22.473
3,634	Cerebellar ataxia, Cayman type	OMIM:601238	1/8661	0.00%	-22.478
3,635	Goodpasture syndrome	OMIM:233450	1/8661	0.00%	-22.482
3,636	Cervical vertebrae, agenesis of	OMIM:214290	1/8661	0.00%	-22.485
3,637	Nasopalpebral lipoma-coloboma syndrome	OMIM:167730	1/8661	0.00%	-22.489
3,638	Congenital disorder of glycosylation, type IIbb	OMIM:620546	1/8661	0.00%	-22.494
3,639	Fanconi renotubular syndrome 5	OMIM:618913	1/8661	0.00%	-22.5
3,640	Immunodeficiency 97 with autoinflammation	OMIM:619802	1/8661	0.00%	-22.503
3,641	Spastic paraplegia 54, autosomal recessive	OMIM:615033	1/8661	0.00%	-22.506
3,642	Atrial fibrillation, familial, 10	OMIM:614022	1/8661	0.00%	-22.509
3,643	Atrial septal defect 9	OMIM:614475	1/8661	0.00%	-22.515
3,644	Arrhythmogenic right ventricular dysplasia, familial, 14	OMIM:618920	1/8661	0.00%	-22.517
3,645	Muscular dystrophy, limb-girdle, autosomal recessive 28	OMIM:620375	1/8661	0.00%	-22.521
3,646	Roifman syndrome	OMIM:616651	1/8661	0.00%	-22.522
3,647	Long QT syndrome 8	OMIM:618447	1/8661	0.00%	-22.522
3,648	Infection-induced acute-onset axonal neuropathy	OMIM:621333	1/8661	0.00%	-22.527
3,649	Cubitus valgus with impaired intellectual development and unusual facies	OMIM:300471	1/8661	0.00%	-22.528
3,650	Pyruvate dehydrogenase e1-alpha deficiency	OMIM:312170	1/8661	0.00%	-22.528
3,651	Mungan syndrome	OMIM:611376	1/8661	0.00%	-22.531
3,652	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease	OMIM:609136	1/8661	0.00%	-22.532
3,653	Neurodevelopmental disorder with seizures, hypotonia, and brain imaging abnormalities	OMIM:618922	1/8661	0.00%	-22.537
3,654	Tooth agenesis, selective, 10	OMIM:620173	1/8661	0.00%	-22.551
3,655	Neurodevelopmental disorder with microcephaly, hypotonia, nystagmus, and seizures	OMIM:619876	1/8661	0.00%	-22.551
3,656	Muscular dystrophy, limb-girdle, type 1E	OMIM:603511	1/8661	0.00%	-22.552
3,657	NESCAV syndrome	OMIM:614255	1/8661	0.00%	-22.552
3,658	Ichthyosis, congenital, autosomal recessive 1	OMIM:242300	1/8661	0.00%	-22.552
3,659	Joubert syndrome 20	OMIM:614970	1/8661	0.00%	-22.552
3,660	Spastic paraplegia 63, autosomal recessive	OMIM:615686	1/8661	0.00%	-22.558
3,661	Myotonia, potassium-aggravated	OMIM:608390	1/8661	0.00%	-22.558
3,662	Mitochondrial DNA depletion syndrome 14 (encephalocardiomyopathic type)	OMIM:616896	1/8661	0.00%	-22.558
3,663	Combined oxidative phosphorylation deficiency 18	OMIM:615578	1/8661	0.00%	-22.558
3,664	Rhabdomyolysis, susceptibility to, 2	OMIM:621236	1/8661	0.00%	-22.558
3,665	Mitochondrial complex I deficiency, nuclear type 32	OMIM:618252	1/8661	0.00%	-22.558
3,666	Amyotrophic lateral sclerosis 28	OMIM:620452	1/8661	0.00%	-22.558
3,667	Combined oxidative phosphorylation deficiency 6	OMIM:300816	1/8661	0.00%	-22.558
3,668	Combined oxidative phosphorylation deficiency 13	OMIM:614932	1/8661	0.00%	-22.558
3,669	Amelia and terminal transverse hemimelia	OMIM:104400	1/8661	0.00%	-22.562
3,670	Amelia, autosomal recessive	OMIM:601360	1/8661	0.00%	-22.562
3,671	Arthrogryposis multiplex congenita 6	OMIM:619334	1/8661	0.00%	-22.565
3,672	Pulmonary fibrosis and/or bone marrow failure, telomere-related, 1	OMIM:614742	1/8661	0.00%	-22.565
3,673	Leukodystrophy, hypomyelinating, 13	OMIM:616881	1/8661	0.00%	-22.57
3,674	Autoinflammation with infantile enterocolitis	OMIM:616050	1/8661	0.00%	-22.57
3,675	-methylglutaconic aciduria, type VIII	OMIM:617248	1/8661	0.00%	-22.576
3,676	Adams-Oliver syndrome 6	OMIM:616589	1/8661	0.00%	-22.578
3,677	Mitochondrial myopathy, infantile, transient	OMIM:500009	1/8661	0.00%	-22.578
3,678	Specific granule deficiency 2	OMIM:617475	1/8661	0.00%	-22.581
3,679	Erythrocytosis, familial, 2	OMIM:263400	1/8661	0.00%	-22.583
3,680	Neurodegeneration, childhood-onset, with cerebellar atrophy	OMIM:618276	1/8661	0.00%	-22.592
3,681	Laurin-Sandrow syndrome	OMIM:135750	1/8661	0.00%	-22.596
3,682	Nasal bones, absence of	OMIM:161480	1/8661	0.00%	-22.596
3,683	Brachmann-De lange-like facial changes with microcephaly, metatarsusadductus, and developmental delay	OMIM:112370	1/8661	0.00%	-22.596
3,684	Naxos disease	OMIM:601214	1/8661	0.00%	-22.596
3,685	Immunodeficiency 40	OMIM:616433	1/8661	0.00%	-22.597
3,686	Torticollis, keloids, cryptorchidism, and renal dysplasia	OMIM:314300	1/8661	0.00%	-22.619
3,687	PULMONARY ARTERIOVENOUS FISTULAS	OMIM:265140	1/8661	0.00%	-22.619
3,688	Immunodeficiency due to purine nucleoside phosphorylase deficiency	OMIM:613179	1/8661	0.00%	-22.623
3,689	Triokinase and FMN cyclase deficiency syndrome	OMIM:618805	1/8661	0.00%	-22.624
3,690	Short QT syndrome 3	OMIM:609622	1/8661	0.00%	-22.624
3,691	Coronary artery disease, autosomal dominant, 1	OMIM:608320	1/8661	0.00%	-22.628
3,692	Amyotrophic lateral sclerosis 21	OMIM:606070	1/8661	0.00%	-22.629
3,693	Combined oxidative phosphorylation deficiency 47	OMIM:618958	1/8661	0.00%	-22.638
3,694	Ichthyosis, leukocyte vacuoles, alopecia, and sclerosing cholangitis	OMIM:607626	1/8661	0.00%	-22.639
3,695	Oculopharyngeal muscular dystrophy 2	OMIM:620460	1/8661	0.00%	-22.646
3,696	Interleukin 1 receptor antagonist deficiency	OMIM:612852	1/8661	0.00%	-22.647
3,697	Intellectual developmental disorder, autosomal dominant 58	OMIM:618106	1/8661	0.00%	-22.647
3,698	Gastric cancer, hereditary diffuse	OMIM:137215	1/8661	0.00%	-22.647
3,699	Perrault syndrome 5	OMIM:616138	1/8661	0.00%	-22.647
3,700	Intellectual developmental disorder, autosomal recessive 47	OMIM:616193	1/8661	0.00%	-22.651
3,701	Premature aging syndrome, Okamoto type	OMIM:601811	1/8661	0.00%	-22.652
3,702	Immunodeficiency, common variable, 8, with autoimmunity	OMIM:614700	1/8661	0.00%	-22.655
3,703	Cardiomyopathy, familial restrictive, 6	OMIM:619433	1/8661	0.00%	-22.656
3,704	Osteosclerosis - ichthyosis - premature ovarian failure	OMIM:609993	1/8661	0.00%	-22.656
3,705	Myopathy with extrapyramidal signs	OMIM:615673	1/8661	0.00%	-22.663
3,706	Congenital disorder of glycosylation, type IIN	OMIM:616721	1/8661	0.00%	-22.667
3,707	Intellectual developmental disorder, autosomal recessive 77	OMIM:619988	1/8661	0.00%	-22.667
3,708	Osteopetrosis, autosomal recessive 3	OMIM:259730	1/8661	0.00%	-22.667
3,709	Moyamoya disease 6 with achalasia	OMIM:615750	1/8661	0.00%	-22.668
3,710	Hyperekplexia 3	OMIM:614618	1/8661	0.00%	-22.671
3,711	Diamond-Blackfan anemia 12	OMIM:615550	1/8661	0.00%	-22.671
3,712	Hirschsprung disease with ulnar polydactyly, polysyndactyly of bigtoes, and ventricular septal defect	OMIM:235750	1/8661	0.00%	-22.671
3,713	Diamond-Blackfan anemia 5	OMIM:612528	1/8661	0.00%	-22.671
3,714	Mitochondrial complex IV deficiency, nuclear type 3	OMIM:619046	1/8661	0.00%	-22.677
3,715	Retinitis pigmentosa with or without situs inversus	OMIM:615434	1/8661	0.00%	-22.677
3,716	Skeletal defects, genital hypoplasia, and impaired intellectual development	OMIM:612447	1/8661	0.00%	-22.679
3,717	Growth hormone deficiency, isolated, type IB	OMIM:612781	1/8661	0.00%	-22.68
3,718	Lipodystrophy, familial partial, type 6	OMIM:615980	1/8661	0.00%	-22.691
3,719	Stickler sydrome, type I, nonsyndromic ocular	OMIM:609508	1/8661	0.00%	-22.692
3,720	Ataxia-telangiectasia-like disorder 2	OMIM:615919	1/8661	0.00%	-22.695
3,721	Dystonia, childhood-onset, with optic atrophy and basal ganglia abnormalities	OMIM:617282	1/8661	0.00%	-22.698
3,722	Tetralogy of Fallot	OMIM:187500	1/8661	0.00%	-22.706
3,723	Trichothiodystrophy 3, photosensitive	OMIM:616395	1/8661	0.00%	-22.706
3,724	Hunter-Mcalpine craniosynostosis syndrome	OMIM:601379	1/8661	0.00%	-22.706
3,725	Cortical dysplasia, complex, with other brain malformations 2	OMIM:615282	1/8661	0.00%	-22.712
3,726	Lethal congenital contracture syndrome 8	OMIM:616287	1/8661	0.00%	-22.712
3,727	Myasthenic syndrome, congenital, 6, presynaptic	OMIM:254210	1/8661	0.00%	-22.712
3,728	Arthrogryposis-Like hand anomaly and sensorineural deafness	OMIM:108200	1/8661	0.00%	-22.712
3,729	Arthrogryposis multiplex congenita with whistling face	OMIM:208155	1/8661	0.00%	-22.712
3,730	Arthrogryposis - hyperkeratosis, lethal form	OMIM:208158	1/8661	0.00%	-22.712
3,731	Arthrogryposis, congenital, lower limb, X-linked	OMIM:300158	1/8661	0.00%	-22.712
3,732	Charcot-Marie-Tooth disease, type 4J	OMIM:611228	1/8661	0.00%	-22.712
3,733	Mitochondrial DNA depletion syndrome 1 (MNGIE type)	OMIM:603041	1/8661	0.00%	-22.712
3,734	Hyperphenylalaninemia, BH4-deficient, B	OMIM:233910	1/8661	0.00%	-22.712
3,735	Chiari malformation type II	OMIM:207950	1/8661	0.00%	-22.712
3,736	Oculopharyngeal muscular dystrophy	OMIM:164300	1/8661	0.00%	-22.712
3,737	Neuropathy, hereditary sensory, with spastic paraplegia, autosomal recessive	OMIM:256840	1/8661	0.00%	-22.712
3,738	Frontotemporal dementia and/or amyotrophic lateral sclerosis 5	OMIM:619141	1/8661	0.00%	-22.712
3,739	Molybdenum cofactor deficiency, complementation group C	OMIM:615501	1/8661	0.00%	-22.712
3,740	Parkinson disease 19a, juvenile-onset	OMIM:615528	1/8661	0.00%	-22.712
3,741	Charcot-marie-tooth disease, axonal, type 2O	OMIM:614228	1/8661	0.00%	-22.712
3,742	Spinal muscular atrophy, lower extremity-predominant, 1, autosomal dominant	OMIM:158600	1/8661	0.00%	-22.712
3,743	Mitochondrial myopathy with diabetes	OMIM:500002	1/8661	0.00%	-22.712
3,744	Mitochondrial DNA depletion syndrome 2 (myopathic type)	OMIM:609560	1/8661	0.00%	-22.712
3,745	Epileptic encephalopathy, early infantile, 38	OMIM:617020	1/8661	0.00%	-22.712
3,746	Myopathy, myofibrillar, 1	OMIM:601419	1/8661	0.00%	-22.712
3,747	Charcot-Marie-Tooth disease, X-linked recessive, 5	OMIM:311070	1/8661	0.00%	-22.712
3,748	Spinal muscular atrophy, type IV	OMIM:271150	1/8661	0.00%	-22.712
3,749	Combined oxidative phosphorylation deficiency 21	OMIM:615918	1/8661	0.00%	-22.712
3,750	Oculopharyngodistal myopathy 3	OMIM:619473	1/8661	0.00%	-22.712
3,751	Epileptic encephalopathy, early infantile, 21	OMIM:615833	1/8661	0.00%	-22.712
3,752	Epileptic encephalopathy, early infantile, 46	OMIM:617162	1/8661	0.00%	-22.712
3,753	Tubulointerstitial kidney disease, autosomal dominant, 5	OMIM:617056	1/8661	0.00%	-22.713
3,754	Neurodevelopmental disorder with hypotonia and cerebellar atrophy, with or without seizures	OMIM:618879	1/8661	0.00%	-22.714
3,755	q37 monosomy	DECIPHER:44	1/8661	0.00%	-22.714
3,756	Hypogonadotropic hypogonadism 19 with or without anosmia	OMIM:615269	1/8661	0.00%	-22.72
3,757	Premature ovarian failure 2B	OMIM:300604	1/8661	0.00%	-22.72
3,758	Cardiac conduction disease with or without dilated cardiomyopathy	OMIM:616117	1/8661	0.00%	-22.72
3,759	Intellectual developmental disorder, autosomal dominant 54	OMIM:617799	1/8661	0.00%	-22.722
3,760	Ectodermal dysplasia 12, Hypohidrotic/hair/tooth/nail type	OMIM:617337	1/8661	0.00%	-22.727
3,761	Intellectual developmental disorder, autosomal dominant 53	OMIM:617798	1/8661	0.00%	-22.727
3,762	Immunodeficiency 122	OMIM:620869	1/8661	0.00%	-22.728
3,763	Cystic angiomatosis of bone, diffuse	OMIM:123880	1/8661	0.00%	-22.736
3,764	Hhhh syndrome	OMIM:306960	1/8661	0.00%	-22.736
3,765	Tibial hemimelia	OMIM:275220	1/8661	0.00%	-22.736
3,766	Immunodeficiency 58	OMIM:618131	1/8661	0.00%	-22.741
3,767	Glycosylphosphatidylinositol deficiency	OMIM:610293	1/8661	0.00%	-22.742
3,768	Hepatorenocardiac degenerative fibrosis	OMIM:619902	1/8661	0.00%	-22.742
3,769	Adiponectin deficiency	OMIM:612556	1/8661	0.00%	-22.747
3,770	Leukodystrophy, hypomyelinating, 11	OMIM:616494	1/8661	0.00%	-22.748
3,771	LYMPHANGIOLEIOMYOMATOSIS	OMIM:606690	1/8661	0.00%	-22.751
3,772	Spinocerebellar ataxia 10	OMIM:603516	1/8661	0.00%	-22.756
3,773	Thoracomelic dysplasia	OMIM:273740	1/8661	0.00%	-22.759
3,774	Fanconi anemia, complementation group Q	OMIM:615272	1/8661	0.00%	-22.76
3,775	Cardiomyopathy, dilated, 2H	OMIM:620203	1/8661	0.00%	-22.76
3,776	Cardiomyopathy, dilated, 1nn	OMIM:615916	1/8661	0.00%	-22.763
3,777	Intellectual developmental disorder, X-linked 99	OMIM:300919	1/8661	0.00%	-22.764
3,778	Focal segmental glomerulosclerosis and neurodevelopmental syndrome	OMIM:619428	1/8661	0.00%	-22.764
3,779	HDL deficiency, familial, 1	OMIM:604091	1/8661	0.00%	-22.769
3,780	Methylmalonic acidemia and homocysteinemia, Cblx type	OMIM:309541	1/8661	0.00%	-22.769
3,781	Intellectual developmental disorder, X-linked 1	OMIM:309530	1/8661	0.00%	-22.769
3,782	Developmental and epileptic encephalopathy 1	OMIM:308350	1/8661	0.00%	-22.769
3,783	Kleeblattschaedel syndrome	OMIM:148800	1/8661	0.00%	-22.769
3,784	Dandy-Walker malformation with occipital cephalocele, autosomal dominant	OMIM:609222	1/8661	0.00%	-22.769
3,785	Salla disease	OMIM:604369	1/8661	0.00%	-22.769
3,786	Chudley-Mccullough syndrome	OMIM:604213	1/8661	0.00%	-22.769
3,787	Pituitary dwarfism with large sella turcica	OMIM:262710	1/8661	0.00%	-22.769
3,788	Pituitary hormone deficiency, combined, 4	OMIM:262700	1/8661	0.00%	-22.769
3,789	Craniosynostosis with fibular aplasia	OMIM:218550	1/8661	0.00%	-22.769
3,790	Craniosynostosis 5, susceptibility to	OMIM:615529	1/8661	0.00%	-22.769
3,791	Familial scaphocephaly syndrome, Mcgillivray type	OMIM:609579	1/8661	0.00%	-22.769
3,792	Parietal foramina 3	OMIM:609566	1/8661	0.00%	-22.769
3,793	Leukodystrophy and cerebellar atrophy	OMIM:621191	1/8661	0.00%	-22.769
3,794	Cleidocranial dysplasia, recessive form	OMIM:216330	1/8661	0.00%	-22.769
3,795	Hypophosphatemic rickets, autosomal recessive	OMIM:241520	1/8661	0.00%	-22.769
3,796	Charcot-Marie-Tooth peroneal muscular atrophy, X-linked, with aplasia	OMIM:302803	1/8661	0.00%	-22.769
3,797	Osteopetrosis, autosomal recessive 9	OMIM:620366	1/8661	0.00%	-22.769
3,798	Atresia of external auditory canal and conduction deafness	OMIM:108760	1/8661	0.00%	-22.769
3,799	Developmental and epileptic encephalopathy 19	OMIM:615744	1/8661	0.00%	-22.769
3,800	Craniosynostosis 7	OMIM:617439	1/8661	0.00%	-22.769
3,801	Craniosynostosis, Adelaide type	OMIM:600593	1/8661	0.00%	-22.769
3,802	Dandy-Walker syndrome	OMIM:220200	1/8661	0.00%	-22.769
3,803	Micromelic bone dysplasia with cloverleaf skull	OMIM:156830	1/8661	0.00%	-22.769
3,804	Dihydropyrimidinuria	OMIM:222748	1/8661	0.00%	-22.769
3,805	Intellectual developmental disorder, X-linked 106	OMIM:300997	1/8661	0.00%	-22.775
3,806	Congenital disorder of glycosylation, type IIt	OMIM:618885	1/8661	0.00%	-22.779
3,807	Cleidocranial dysplasia 2	OMIM:620099	1/8661	0.00%	-22.781
3,808	Epiphyseal dysplasia, multiple, 3, with or without myopathy	OMIM:600969	1/8661	0.00%	-22.786
3,809	Epiphyseal dysplasia, multiple, 5	OMIM:607078	1/8661	0.00%	-22.786
3,810	Pterygium of conjunctiva and cornea	OMIM:178000	1/8661	0.00%	-22.786
3,811	Senior-Loken syndrome 9	OMIM:616629	1/8661	0.00%	-22.787
3,812	Cutis verticis gyrata and mental deficiency	OMIM:219300	1/8661	0.00%	-22.788
3,813	Neurodevelopmental disorder with gait disturbance, dysmorphic facies and behavioral abnormalities, X-linked	OMIM:301094	1/8661	0.00%	-22.791
3,814	Pseudoxanthoma elasticum	OMIM:264800	1/8661	0.00%	-22.792
3,815	Hypogonadotropic hypogonadism 15 with or without anosmia	OMIM:614880	1/8661	0.00%	-22.794
3,816	Left ventricular noncompaction 10	OMIM:615396	1/8661	0.00%	-22.8
3,817	Cardiomyopathy, dilated, 1V	OMIM:613697	1/8661	0.00%	-22.8
3,818	Cardiac arrhythmia, ankyrin-B-related	OMIM:600919	1/8661	0.00%	-22.817
3,819	Dyskeratosis congenita, autosomal dominant, 1	OMIM:127550	1/8661	0.00%	-22.822
3,820	Tumoral calcinosis, normophosphatemic, familial	OMIM:610455	1/8661	0.00%	-22.83
3,821	Basal ganglia calcification, idiopathic, 8, autosomal recessive	OMIM:618824	1/8661	0.00%	-22.831
3,822	Intellectual developmental disorder, autosomal recessive 46	OMIM:616116	1/8661	0.00%	-22.838
3,823	Immunodeficiency with hyper-IgM, type 4	OMIM:608184	1/8661	0.00%	-22.843
3,824	Long QT syndrome 16	OMIM:618782	1/8661	0.00%	-22.849
3,825	Kanzaki disease	OMIM:609242	1/8661	0.00%	-22.85
3,826	Microtia with meatal atresia and conductive deafness	OMIM:251800	1/8661	0.00%	-22.85
